customer_id,customer_name,region,recency,frequency,monetary,R_score,F_score,M_score,RFM_total,segment,cluster_name
74789ef0881d464ea1e47e86dee9e2ee,中兴通讯科技集团(4),西南,0,3777,88792695.96,3,3,5,11,重要价值客户,中高价值客户群
f3be54a4c25e4c52a581f6391d012868,河钢集团股份公司(3),西南,0,3782,88790833.73,1,3,5,9,重要保持客户,中高价值客户群
8504c4415f3943bd94f46a94ff8a97ff,中国铁建股份公司(1),西南,0,3822,88768603.84,3,4,5,12,重要价值客户,中高价值客户群
6b3641dc1ba847429341adba84dd788a,三一重工设备制造(1),西南,0,3822,88731380.48,4,4,5,13,重要价值客户,中高价值客户群
dd97d395670c4ed5916cca8cbd854bf4,联想电子科技有限公司(6),西南,0,3764,88727883.78,1,2,5,8,重要挽留客户,中高价值客户群
c64ff1bc78d3407296feb88476284e0d,首钢集团制造公司(5),西南,0,3796,88679259.97,2,4,5,11,重要保持客户,中高价值客户群
ab71a62af70e437683442697d2eadb6c,陕汽集团股份(5),西南,0,3801,88667748.35,2,4,5,11,重要保持客户,中高价值客户群
8f1d7d65e6d346328f26ef4d656f8472,金龙客车制造公司(4),西南,0,3716,88652375.64,3,1,5,9,重要发展客户,中价值客户群
5608c04cc844451dab838b0e6345b341,汇川技术股份公司(2),西南,0,3829,88621350.01,4,5,5,14,重要价值客户,中高价值客户群
332ac3a5f99b4a028023411484abf051,传音控股股份公司(2),西南,0,3823,88605450.29,5,4,5,14,重要价值客户,中高价值客户群
b3aafd586cb14a82998bd33c42200485,长虹电器股份公司(3),西南,0,3850,88586900.34,2,5,5,12,重要保持客户,高价值客户群
b2a40a74e4524c2db44119d43fea2c64,OPPO移动通信(4),西南,0,3863,88585485.99,2,5,5,12,重要保持客户,高价值客户群
a4c2eb561da540159054687b50891938,华为技术设备公司(8),西南,0,3881,88511003.14,3,5,5,13,重要价值客户,高价值客户群
e87c2c5dc28142bd8115dd9b6b9f02ae,中国核工业集团(8),西南,0,3820,88483907.13,1,4,5,10,重要保持客户,中高价值客户群
6fcc183c2f6b4b6fbceb54ff3d49ab33,大族激光科技集团(8),西南,0,3813,88465471.3,3,4,5,12,重要价值客户,中高价值客户群
b3a79f8d17da4d1e9593e61713902e4f,小米科技公司(3),西南,0,3783,88451676.22,2,3,5,10,重要保持客户,中高价值客户群
62d66c39df394a8eb7e3f394fe83a07d,海尔智能科技有限公司(2),西南,0,3851,88406798.16,4,5,5,14,重要价值客户,中高价值客户群
6c2a0479c0df4648ac7a0b3872184ba3,大族激光科技集团(7),西南,0,3793,88394370.31,4,3,5,12,重要价值客户,中高价值客户群
4459329415a849f7b564649e8233e9f9,华为技术有限公司(1),西南,0,3849,88384155.04,4,5,5,14,重要价值客户,中高价值客户群
ade42d1833cf432ea8c9d0132f75a844,金龙客车制造公司(5),西南,0,3833,88348437.09,2,5,5,12,重要保持客户,中高价值客户群
02dd82d3a4034e44b3ae29d9bb32c7fb,亿纬锂能股份公司(1),西南,0,3707,88345543.27,5,1,5,11,重要发展客户,中价值客户群
476a8fc6ea094fedbcc617230c089dc8,vivo移动通信(3),西南,0,3800,88311656.91,4,4,5,13,重要价值客户,中高价值客户群
d5193edc8666424eb66361e2b08de388,vivo移动通信(6),西南,0,3822,88304466.93,1,4,5,10,重要保持客户,中高价值客户群
aa4207207e4f4e42b590ba58935e1146,大疆创新科技公司(8),西南,0,3819,88291004.97,2,4,5,11,重要保持客户,中高价值客户群
1d5e9dadf1ae4944992e6271ec066ad7,中联重科股份公司(2),西南,0,3852,88278749.28,5,5,5,15,重要价值客户,中高价值客户群
ab1384de466d4e2686e8db2936972af0,宁德时代新能源科技(3),西南,0,3802,88236108.62,2,4,5,11,重要保持客户,中高价值客户群
d2112dd3822247b2a547a8346b87c517,中国兵器工业集团(8),西南,0,3833,88192539.18,1,5,5,11,重要保持客户,中高价值客户群
4b30749c92f2467ea23b1e4940049e38,美的电器制造集团(3),西南,0,3829,88138634.93,4,5,5,14,重要价值客户,中高价值客户群
d58e98c64a8d43989869fbb5c151c3c4,中国核工业集团(6),西南,0,3806,88137237.19,1,4,4,9,重要保持客户,中高价值客户群
abce4d0e3e044959a80d05c9c6421649,亿纬锂能股份公司(5),西南,0,3805,88130300.41,2,4,4,10,重要保持客户,中高价值客户群
23ce69782dee4cd1924f3a03eb33727f,中联重科股份公司(3),西南,0,3809,88125555.17,5,4,4,13,重要价值客户,中高价值客户群
520a5cd40e8840da86b69e2e0616624b,金龙客车制造公司(2),西南,0,3820,88120210.0,4,4,4,12,重要价值客户,中高价值客户群
ed20ca3392a84bf4bc8ae98f0dfc8173,中兴通讯股份公司(3),西南,0,3783,88118924.38,1,3,4,8,重要保持客户,中高价值客户群
fe696da2b68e44afb791c1373a987c00,浪潮电子信息股份(6),西南,0,3770,88105870.25,1,3,4,8,重要保持客户,中高价值客户群
1ace1b9f68124a3690669c2ca7bc54d9,TCL电子科技股份(2),西南,0,3802,88070704.02,5,4,4,13,重要价值客户,中高价值客户群
f2aceb3fa44e47e6a3b731365ffc0cd0,浪潮电子信息股份(4),西南,0,3808,88063304.55,1,4,4,9,重要保持客户,中高价值客户群
29403b04553b4f36855c1d81bfe04603,传音控股股份公司(1),西南,0,3781,88047394.13,5,3,4,12,重要价值客户,中高价值客户群
c05c51f08c074d058848e68b96c38748,中国船舶集团(6),西南,0,3796,88013832.42,2,4,4,10,重要保持客户,中高价值客户群
7ddec76fec7c4af3944dfac0bba7f947,格力空调设备有限公司(3),西南,0,3804,87950715.12,3,4,4,11,重要价值客户,中高价值客户群
08459a5ecbba45fd851065dcb5ac475e,陕汽集团股份(1),西南,0,3877,87940303.48,5,5,4,14,重要价值客户,高价值客户群
cc6b7b868113419da7f4af5971e473e0,宇通客车股份公司(9),西南,0,3745,87894513.64,2,2,4,8,重要挽留客户,中价值客户群
20e36d27308d4de4b43010faa193e754,上海电气集团股份(1),西南,0,3775,87891110.68,5,3,4,12,重要价值客户,中高价值客户群
61e4e141512a4722bc738267488981e4,大疆创新科技公司(6),西南,0,3766,87879550.95,4,2,4,10,重要发展客户,中高价值客户群
89a5651bce02446481bb5f2b180e0c5a,安徽江淮汽车集团(4),西南,0,3802,87867147.31,3,4,4,11,重要价值客户,中高价值客户群
529fb7d06b4a45199d4dcbd1aac25c61,中国航天科技集团(3),西南,0,3785,87850388.48,4,3,4,11,重要价值客户,中高价值客户群
250bf5d6c16b4b3ca229dad829ccd56c,东风汽车股份公司(2),西南,0,3783,87841477.81,5,3,4,12,重要价值客户,中高价值客户群
4b98c27059d94b3083ce4d93835322b2,vivo移动通信(4),西南,0,3888,87823005.97,4,5,4,13,重要价值客户,高价值客户群
f7536d8f9f8a416097b2bcbe29a22da3,宝武钢铁集团股份(4),西南,0,3685,87814935.03,1,1,4,6,重要挽留客户,中价值客户群
8900b0a7a8a84f92b3e705cbfbe602bf,中国重汽集团(3),西南,0,3813,87808257.71,3,4,4,11,重要价值客户,中高价值客户群
17ce826435d74c1181bee97285174281,中国中车股份(2),西南,0,3826,87757216.93,5,4,4,13,重要价值客户,中高价值客户群
3816a0d7ac76410b8f66af9037c67e17,富士康工业互联公司(1),西南,0,3918,87703034.7,4,5,4,13,重要价值客户,高价值客户群
0d795ba971d84b98a5985b5ca6a2b0a2,OPPO移动通信(1),西南,0,3710,87678836.32,5,1,4,10,重要发展客户,中价值客户群
1425e705390f4fd8be1a3b36742dc9d0,中国兵器工业集团(1),西南,0,3805,87660710.77,5,4,4,13,重要价值客户,中高价值客户群
780f2f98f40b40c8b0c34b9b9fef6984,浪潮电子信息股份(2),西南,0,3863,87575520.87,3,5,4,12,重要价值客户,中高价值客户群
09198b664cc547b5bea694771dd7587d,中国中车股份(1),西南,0,3789,87542540.74,5,3,4,12,重要价值客户,中高价值客户群
2f1debb4d9e94f829a6c74e4e5cac8b1,安徽江淮汽车集团(2),西南,0,3748,87507250.66,5,2,4,11,重要发展客户,中价值客户群
cf7fec573fb9437c8f0428bcaaffb885,大族激光科技集团(10),西南,0,3694,87493510.08,2,1,4,7,重要挽留客户,中价值客户群
03e1cada248f4efd922ecacf8bb373f5,华为技术设备公司(1),西南,0,3747,87484172.54,5,2,4,11,重要发展客户,中价值客户群
b0865d59f0a94847b2be5234313c5a2d,汇川技术股份公司(7),西南,0,3723,87473966.95,2,1,4,7,重要挽留客户,中价值客户群
792582a205b840dcbd0a088688f48cad,汇川技术股份公司(4),西南,0,3794,87410673.87,3,3,4,10,重要价值客户,中高价值客户群
a46987a2b1164174af2df3efb7408387,东风汽车股份公司(6),西南,0,3888,87401917.08,3,5,4,12,重要价值客户,中高价值客户群
8814a3cdf5cf46c5985b69373819fef1,中国航空工业集团(1),西南,0,3805,87388497.27,3,4,4,11,重要价值客户,中高价值客户群
e0dcdd19e35c49c0846e17e72c536940,中国航天科技集团(6),西南,0,3789,87370250.33,1,3,4,8,重要保持客户,中高价值客户群
867e99b6775c4ec58174e7c952041c8a,汇川技术股份公司(5),西南,0,3844,87354299.14,3,5,4,12,重要价值客户,中高价值客户群
30efbdf0708143749cdda082f2c48422,中国兵器工业集团(3),西南,0,3844,87329148.53,5,5,4,14,重要价值客户,中高价值客户群
b9db1c50decd443a83de454d5dd64271,河钢集团股份公司(2),西南,0,3811,87318068.43,2,4,4,10,重要保持客户,中高价值客户群
761e755e0fa64d37ae09be6455b60490,中国兵器工业集团(5),西南,0,3770,87312966.92,3,3,4,10,重要价值客户,中价值客户群
c193d94fd04a4e04a4ad78ba9d7883a3,中国兵器工业集团(7),西南,0,3855,87306965.32,2,5,4,11,重要保持客户,中高价值客户群
6d1e617e8c174b1e939fc3431495a1f2,宇通客车股份公司(5),西南,0,3768,87304960.52,3,3,4,10,重要价值客户,中价值客户群
bf48d7385a9942c1abca4c68357a0965,海尔智能科技有限公司(6),西南,0,3810,87230802.01,2,4,4,10,重要保持客户,中高价值客户群
11f13b5f106b4685a184ff4667036ff2,海信视像科技集团,西南,0,3790,87203267.3,5,3,4,12,重要价值客户,中高价值客户群
e34f75eed4aa4ee1b6a01adbcb839273,上汽集团股份公司(4),西南,0,3790,87194969.91,1,3,4,8,重要保持客户,中高价值客户群
50b858709e834e0aac91a5f647516cab,首钢集团制造公司(2),西南,0,3834,87180259.67,4,5,4,13,重要价值客户,中高价值客户群
21ec5205b1f84dd0815432062fb40941,上海电气集团股份(2),西南,0,3817,87179120.0,5,4,4,13,重要价值客户,中高价值客户群
bec0e04c8dba440781ebcca1e2f96237,中国航空工业集团(2),西南,0,3743,87175026.06,2,2,4,8,重要挽留客户,中价值客户群
8f543f27a76c465494014cd7012ba5d8,宁德时代新能源科技(2),西南,0,3733,87172740.14,3,2,4,9,重要发展客户,中价值客户群
967dc64d34b74c15a7652afae9d03e23,海尔智能科技有限公司(4),西南,0,3714,87125452.86,3,1,4,8,重要发展客户,中价值客户群
3358e755cbaa4e649f9098482062355e,中国兵器工业集团(4),西南,0,3741,87124208.05,5,2,4,11,重要发展客户,中价值客户群
deb718a33b85436fbc6a986637f58276,浪潮电子信息股份(3),西南,0,3808,87123606.05,1,4,4,9,重要保持客户,中高价值客户群
07ca2e492d9c4cb090fe784a2fdc9857,中国通号科技集团(2),西南,0,3762,87121237.8,5,2,4,11,重要发展客户,中价值客户群
4fb6b9ef33e449c09913b55fc9e4bc36,大族激光科技集团(3),西南,0,3793,87112163.83,4,3,4,11,重要价值客户,中高价值客户群
1c951548a27e4f4a86231fc70b2733f0,中国中车股份(3),西南,0,3829,87109483.65,5,5,4,14,重要价值客户,中高价值客户群
dc90faeb6f0242ca8b221dfb4a370b6a,首钢集团制造公司(9),西南,0,3794,87103733.55,1,4,4,9,重要保持客户,中高价值客户群
c39475e8d0dd4f37ac31baa2a4401f1a,富士康工业互联公司(4),西南,0,3830,87099159.75,2,5,4,11,重要保持客户,中高价值客户群
fc49d70ad99e445492f4d385f3b38996,中国兵器工业集团(10),西南,0,3893,87062012.85,1,5,4,10,重要保持客户,中高价值客户群
192c3548e2314829a0f0fc35bbf52d36,首钢集团制造公司(1),西南,0,3746,87016706.89,5,2,4,11,重要发展客户,中价值客户群
091f7a88292b4962add1b60673fd88a1,中联重科股份公司(1),西南,0,3793,86994127.22,5,3,4,12,重要价值客户,中高价值客户群
18ac3981ade840f5bac56d29b64cb044,中国核工业集团(2),西南,0,3798,86970999.34,5,4,4,13,重要价值客户,中高价值客户群
b1e80f16267449d3828119e5da28589a,宇通客车股份公司(8),西南,0,3769,86952947.57,2,3,3,8,重要保持客户,中价值客户群
1e174033e8d247a1ba7e30266b71f34c,宇通客车股份公司(1),西南,0,3831,86939282.82,5,5,3,13,重要价值客户,中高价值客户群
9c108767c2374662ae61a639b319c6d5,传音控股股份公司(3),西南,0,3807,86936710.33,3,4,3,10,重要价值客户,中高价值客户群
6096dbf803e246ea92a3b7ce1e163f98,安徽江淮汽车集团(3),西南,0,3823,86923661.17,4,4,3,11,重要价值客户,中高价值客户群
2a2677bb5cc44390af3b62caae1f257d,中兴通讯科技集团(1),西南,0,3855,86919425.83,5,5,3,13,重要价值客户,中高价值客户群
04aa2b5c20e547e6a2491f996f89d8aa,中国核工业集团(1),西南,0,3741,86891277.99,5,2,3,10,重要发展客户,中价值客户群
49c7400c4866423eab394c462befcf30,中国航天科技集团(2),西南,0,3796,86881644.65,4,4,3,11,重要价值客户,中高价值客户群
59a8532cf71249d191b497f6449847f7,中国电子科技集团(2),西南,0,3828,86874999.0,4,4,3,11,重要价值客户,中高价值客户群
0a78866b313b4d20bf3c096a10cdd6ee,TCL电子科技股份(1),西南,0,3833,86860265.78,5,5,3,13,重要价值客户,中高价值客户群
083feaecbb8941f69c1216abd8e73775,汇川技术股份公司(1),西南,0,3813,86847453.32,5,4,3,12,重要价值客户,中高价值客户群
d71a448152624ca4abd518212d8dcbdd,中国铁建股份公司(4),西南,0,3827,86799666.76,1,4,3,8,重要保持客户,中高价值客户群
567931d205fe49f8822493d6945c06f7,中国核工业集团(3),西南,0,3774,86794525.0,4,3,3,10,重要价值客户,中价值客户群
b705836becd54b359efa2c2195cf7c33,汇川技术股份公司(8),西南,0,3842,86782211.05,2,5,3,10,重要保持客户,中高价值客户群
afdaa8a08cb6412ca9f96ca059a0929e,宁德时代新能源科技(4),西南,0,3725,86774105.74,2,2,3,7,重要挽留客户,中价值客户群
80bccea08e1a456197e0eb1489c0d562,OPPO移动通信(3),西南,0,3819,86752820.68,3,4,3,10,重要价值客户,中高价值客户群
ba5d23a244e14afd85a21feaab38cfc2,中国船舶集团(5),西南,0,3736,86752156.76,2,2,3,7,重要挽留客户,中价值客户群
2b54241f3e124c378f2cbb92c944b6a4,东风汽车股份公司(3),西南,0,3837,86738232.32,5,5,3,13,重要价值客户,中高价值客户群
a6d9e87e2c3e4aa4980dd92237d07738,中兴通讯科技集团(7),西南,0,3852,86730970.23,3,5,3,11,重要价值客户,中高价值客户群
3c732fd31aec418793f9aa6eecf79db1,中兴通讯科技集团(3),西南,0,3720,86697987.38,4,1,3,8,重要发展客户,中价值客户群
475fa187bb654eebb1a02cc3239f9e76,浪潮电子信息股份(1),西南,0,3778,86695334.24,4,3,3,10,重要价值客户,中价值客户群
ac3fa849d1da4243a510d95f0533e5b1,鞍钢集团股份公司(5),西南,0,3780,86632064.09,2,3,3,8,重要保持客户,中价值客户群
fa00e32953654f46a50c703294b9042b,中核科技股份公司(6),西南,0,3767,86630237.25,1,3,3,7,重要保持客户,中价值客户群
84397ebb8a804914a77c321b13433ac3,宇通客车股份公司(7),西南,0,3803,86624835.08,3,4,3,10,重要价值客户,中高价值客户群
4a589904dc5f474b95a63c0a550771a0,中兴通讯股份公司(1),西南,0,3777,86613167.94,4,3,3,10,重要价值客户,中价值客户群
d2fbbbac02a2496ea12e0a9b2cef1677,首钢集团制造公司(6),西南,0,3854,86547970.86,1,5,3,9,重要保持客户,中高价值客户群
a67f4374d5314d55a66480ef0cab6a7b,康佳集团股份公司(2),西南,0,3775,86542006.73,3,3,3,9,重要价值客户,中价值客户群
faad324a84f34b20b1389175557e73df,vivo移动通信(7),西南,0,3782,86474550.82,1,3,3,7,重要保持客户,中价值客户群
c86580dae4ae43f1ae2fe76647bc3e37,徐工机械制造集团(2),西南,0,3761,86471535.21,2,2,3,7,重要挽留客户,中价值客户群
436ab87d116843739122ee99562b860d,大疆创新科技公司(4),西南,0,3874,86442467.73,4,5,3,12,重要价值客户,中高价值客户群
b530a745d60549659659a9213ebeb37a,格力空调设备有限公司(5),西南,0,3772,86419260.09,2,3,3,8,重要保持客户,中价值客户群
0e2e29c0dbf34b9dbb80becc0461d2b9,河钢集团股份公司(1),西南,0,3777,86416154.17,5,3,3,11,重要价值客户,中价值客户群
6e99f2d0d94a442a88156741bd8a14ff,华为技术设备公司(6),西南,0,3753,86366317.43,3,2,3,8,重要发展客户,中价值客户群
4528b53533ae48d2b87add8d16fe55a0,中国重汽集团(1),西南,0,3733,86360215.41,4,2,3,9,重要发展客户,中价值客户群
d6466306b1e4489c964fb52c150d306f,哈电集团设备制造(4),西南,0,3786,86357787.25,1,3,3,7,重要保持客户,中价值客户群
67cf16b0336644e384c95b798d4d2a89,陕汽集团股份(4),西南,0,3781,86329414.6,4,3,3,10,重要价值客户,中价值客户群
d1e314f09c894f86b572fb4d043f3924,中国电子科技集团(3),西南,0,3806,86328360.22,1,4,3,8,重要保持客户,中价值客户群
aa13297acb17427182b658df344deef5,中国核工业集团(4),西南,0,3783,86282061.8,2,3,3,8,重要保持客户,中价值客户群
d31e0525e2504cc8addefa2c4381452a,中国航空工业集团(4),西南,0,3743,86260031.89,1,2,3,6,重要挽留客户,中价值客户群
90263f8847db417b9b6f3288dc120d71,中国航天科技集团(5),西南,0,3803,86254237.78,3,4,3,10,重要价值客户,中价值客户群
b95fe9f85ce84d8f9836cfb7ebdc54f1,亿纬锂能股份公司(6),西南,0,3754,86246087.74,2,2,3,7,重要挽留客户,中价值客户群
cb6f547bd12141f7ba741e7e512af6ec,哈电集团设备制造(3),西南,0,3733,86245843.97,2,2,3,7,重要挽留客户,中价值客户群
58b047047d214c7ba9ef76090e6e9107,中国电子科技集团(1),西南,0,3762,86242506.19,4,2,3,9,重要发展客户,中价值客户群
9ce3dea5d5d04e90b731aeb33a265cc5,东方电气股份公司(2),西南,0,3798,86234869.06,3,4,3,10,重要价值客户,中价值客户群
822d2c20221a44e3be1c6ef71cfbb451,亿纬锂能股份公司(4),西南,0,3735,86230703.79,3,2,3,8,重要发展客户,中价值客户群
b24fad23a70a4159a1b69b59d6e806d9,中核科技股份公司(3),西南,0,3790,86226625.24,2,3,3,8,重要保持客户,中价值客户群
adea51bb39094ffeaaa9fb797f087867,比亚迪电子股份(3),西南,0,3758,86220075.1,2,2,3,7,重要挽留客户,中价值客户群
ae804c51e417478295280131d8bc84c1,东方电气股份公司(3),西南,0,3674,86216804.72,2,1,3,6,重要挽留客户,中低价值客户群
3c67ee01d9844e05bfc65fcf8d04af29,美的电器制造集团(2),西南,0,3798,86207219.17,4,4,3,11,重要价值客户,中价值客户群
891eef044d744474aa8abc25bae77e2f,长虹电器股份公司(1),西南,0,3773,86200592.29,3,3,3,9,重要价值客户,中价值客户群
c36edb01420f4789917c0928164ed5d5,中联重科股份公司(6),西南,0,3689,86193568.38,2,1,3,6,重要挽留客户,中低价值客户群
b52cc6c425b74a6f99b269a32dab3479,宁德时代新能源科技(5),西南,0,3812,86168200.9,2,4,3,9,重要保持客户,中价值客户群
0bb07d2757d34fc999a51a6ef6ca1e70,小米科技公司(1),西南,0,3749,86165712.43,5,2,3,10,重要发展客户,中价值客户群
bdfcde0469db4aafab45ce0ff49a9393,徐工机械制造集团(1),西南,0,3784,86145787.48,2,3,3,8,重要保持客户,中价值客户群
851b4bfcc929410faf1ebd05e42d6256,大疆创新科技公司(7),西南,0,3733,86112085.51,3,2,3,8,重要发展客户,中价值客户群
13de30af308b4b8699d6b3d503317508,鞍钢集团股份公司(1),西南,0,3848,86102592.15,5,5,3,13,重要价值客户,中高价值客户群
2ca82e5205404197ab5b4a4ebdc98905,TCL电子科技股份(3),西南,0,3782,86099570.22,5,3,3,11,重要价值客户,中价值客户群
bb989ce905ac48f1b3634c438527a2b2,中国重汽集团(4),西南,0,3744,86088563.18,2,2,3,7,重要挽留客户,中价值客户群
e59221ed322b45eaa124b16b5e1655e0,中国通号科技集团(6),西南,0,3742,86080903.54,1,2,3,6,重要挽留客户,中价值客户群
bad814610b404d498384aae9cc27d76a,中国通号科技集团(5),西南,0,3762,86059997.87,2,2,3,7,重要挽留客户,中价值客户群
479b1d6f2c4e4ac29abd99995a21fb60,陕汽集团股份(3),西南,0,3770,86055520.53,4,3,3,10,重要价值客户,中价值客户群
4fb48d0c38a141809414dc8691c9a0c8,小米科技公司(2),西南,0,3819,86019608.75,4,4,2,10,一般价值客户,中价值客户群
b1252b8754d4420a8d41b587d1317349,中国船舶集团(4),西南,0,3672,86015449.28,2,1,2,5,一般挽留客户,中低价值客户群
6a022d7528d84eeba7281428eff097dd,比亚迪电子股份(2),西南,0,3793,86013937.74,4,3,2,9,一般价值客户,中价值客户群
243e74e1a56344b3b999db66251cbb51,联想电子科技有限公司(1),西南,0,3744,86013642.63,5,2,2,9,一般发展客户,中价值客户群
769416eb4598430a97e62b1e5e746cb3,金龙客车制造公司(3),西南,0,3845,85989470.38,3,5,2,10,一般价值客户,中高价值客户群
795d39ffc0e2472e9eabf2c29fc16d76,中国兵器工业集团(6),西南,0,3769,85984844.96,3,3,2,8,一般价值客户,中价值客户群
180ba2e0e64f429aa8a65e98a3d6d992,vivo移动通信(1),西南,0,3811,85984762.47,5,4,2,11,一般价值客户,中价值客户群
2d9794e00d0243cfbf448922f17edf78,中核科技股份公司(1),西南,0,3747,85976908.26,5,2,2,9,一般发展客户,中价值客户群
b3a090508b864d738d4fb80a937f73a5,TCL电子科技股份(5),西南,0,3761,85964896.47,2,2,2,6,一般挽留客户,中价值客户群
e7a7a4a4d5f84da2b23facfa7d35b6eb,柳工机械股份公司(4),西南,0,3766,85963388.06,1,2,2,5,一般挽留客户,中价值客户群
4889faf1d90548b8beee51ca685f9a7d,宇通客车股份公司(3),西南,0,3712,85942410.19,4,1,2,7,一般发展客户,中价值客户群
282118bc120f4fa5aaec8aeed1d08ddc,联想电子科技有限公司(2),西南,0,3727,85927413.86,5,2,2,9,一般发展客户,中价值客户群
d880d9d8d48a4cc88d889bbbeb3c0b6a,OPPO移动通信(5),西南,0,3719,85924719.92,1,1,2,4,一般挽留客户,中价值客户群
0d7bee49dfc34b61a09efc438ba8998a,海尔智能科技有限公司(1),西南,0,3720,85920493.98,5,1,2,8,一般发展客户,中价值客户群
a4090a50a0824d0d952faf46b92cf716,康佳集团股份公司(1),西南,0,3747,85920430.51,3,2,2,7,一般发展客户,中价值客户群
ece754f2c7c74bbca6a470568e55d30e,东方电气股份公司(5),西南,0,3770,85915339.27,1,3,2,6,一般保持客户,中价值客户群
a732ce76bb6c49c2a876c5acb2f8f29f,长虹电器股份公司(2),西南,0,3768,85898203.37,3,3,2,8,一般价值客户,中价值客户群
b1a3508e00f54ee6913a25898fc95c13,东方电气股份公司(4),西南,0,3761,85886093.91,2,2,2,6,一般挽留客户,中价值客户群
